2001	1	Moby Dick	45.35	Herman Melville	1851	United States	English
2002	1	Leaves of Grass	4.62	Walt Whitman	1855	United States	English
2003	1	Madame Bovary	21.89	Gustave Flaubert	1857	France	French
2004	1	Great Expectations	13.32	Charles Dickens	1861	United Kingdom	English
2005	1	Crime and Punishment	10.51	Fyodor Dostoevsky	1866	Russia	Russian
2006	1	War and Peace	2.65	Leo Tolstoy	1867	Russia	Russian
2007	1	The Idiot	13.42	Fyodor Dostoevsky	1869	Russia	Russian
2008	1	Sentimental Education	22.44	Gustave Flaubert	1869	France	French
2009	1	Middlemarch	14.89	George Eliot	1871	United Kingdom	English
2010	1	The Possessed	4.86	Fyodor Dostoevsky	1872	Russia	Russian
2011	1	Anna Karenina	21.11	Leo Tolstoy	1877	Russia	Russian
2012	1	A Doll's House	55.46	Henrik Ibsen	1879	Norway	Norwegian
2013	1	The Brothers Karamazov	7.83	Fyodor Dostoevsky	1880	Russia	Russian
2014	1	The Adventures of Huckleberry Finn	61.83	Mark Twain	1884	United States	English
2015	1	Stories	36.94	Anton Chekhov	1886	Russia	Russian
2016	1	The Death of Ivan Ilyich	18.54	Leo Tolstoy	1886	Russia	Russian
2017	1	Hunger	38.22	Knut Hamsun	1890	Norway	Norwegian
2018	1	Buddenbrooks	58.69	Thomas Mann	1901	Germany	German
2019	1	Nostromo	10.16	Joseph Conrad	1904	United Kingdom	English
2020	1	Sons and Lovers	25.29	D. H. Lawrence	1913	United Kingdom	English
2021	1	Diary of a Madman	19.78	Lu Xun	1918	China	Chinese
2022	1	In Search of Lost Time	19.25	Marcel Proust	1920	France	French
2023	1	Ulysses	10.8	James Joyce	1922	Irish Free State	English
2024	1	Confessions of Zeno	25.76	Italo Svevo	1923	Italy	Italian
2025	1	Stories	10.24	Franz Kafka	1924	Czechoslovakia	German
2026	1	The Magic Mountain	3.03	Thomas Mann	1924	Germany	German
2027	1	The Trial	57.22	Franz Kafka	1925	Czechoslovakia	German
2028	1	Mrs Dalloway	7	Virginia Woolf	1925	United Kingdom	English
2029	1	The Castle	15.84	Franz Kafka	1926	Czechoslovakia	German
2030	1	To the Lighthouse	21.77	Virginia Woolf	1927	United Kingdom	English
2031	1	Gypsy Ballads	12.98	Federico García Lorca	1928	Spain	Spanish
2032	1	The Book of Disquiet	6.02	Fernando Pessoa	1928	Portugal	Portuguese
2033	1	Berlin Alexanderplatz	14.05	Alfred Döblin	1929	Germany	German
2034	1	The Sound and the Fury	7.22	William Faulkner	1929	United States	English
2035	1	The Man Without Qualities	11.35	Robert Musil	1931	Austria	German
2036	1	Journey to the End of the Night	29.95	Louis-Ferdinand Céline	1932	France	French
2037	1	Independent People	30.23	Halldór Laxness	1934	Iceland	Icelandic
2038	1	Absalom, Absalom!	14.74	William Faulkner	1936	United States	English
2039	1	The Stranger	22.22	Albert Camus	1942	Algeria, French Empire	French
2040	1	Pippi Longstocking	54.61	Astrid Lindgren	1945	Sweden	Swedish
2041	1	Zorba the Greek	29.06	Nikos Kazantzakis	1946	Greece	Greek
2042	1	Nineteen Eighty-Four	3.95	George Orwell	1949	United Kingdom	English
2043	1	Tales	50.6	Edgar Allan Poe	1950	United States	English
2044	1	Memoirs of Hadrian	20.4	Marguerite Yourcenar	1951	France/Belgium	French
2045	1	Molloy, Malone Dies, The Unnamable, the trilogy	37.99	Samuel Beckett	1952	Republic of Ireland	French, English
2046	1	Poems	19.32	Paul Celan	1952	Romania, France	German
2047	1	Invisible Man	41.15	Ralph Ellison	1952	United States	English
2048	1	The Old Man and the Sea	30.63	Ernest Hemingway	1952	United States	English
2049	1	The Sound of the Mountain	37.33	Yasunari Kawabata	1954	Japan	Japanese
2050	1	Lolita	17.96	Vladimir Nabokov	1955	Russia/United States	English
2051	1	Pedro Páramo	31.25	Juan Rulfo	1955	Mexico	Spanish
2052	1	The Devil to Pay in the Backlands	5.6	João Guimarães Rosa	1956	Brazil	Portuguese
2053	1	Things Fall Apart	73.14	Chinua Achebe	1958	Nigeria	English
2054	1	The Tin Drum	22.12	Günter Grass	1959	Germany	German
2055	1	Children of Gebelawi	39.42	Naguib Mahfouz	1959	Egypt	Arabic
2056	1	The Golden Notebook	5.25	Doris Lessing	1962	United Kingdom	English
2057	1	Ficciones	56.49	Jorge Luis Borges	1965	Argentina	Spanish
2058	1	Season of Migration to the North	16.86	Tayeb Salih	1966	Sudan	Arabic
2059	1	One Hundred Years of Solitude	10.66	Gabriel García Márquez	1967	Colombia	Spanish
2060	1	History	14.13	Elsa Morante	1974	Italy	Italian
2061	1	Midnight's Children	50.36	Salman Rushdie	1981	United Kingdom, India	English
2062	1	Love in the Time of Cholera	10.72	Gabriel García Márquez	1985	Colombia	Spanish
2063	1	Beloved	76.54	Toni Morrison	1987	United States	English
2064	1	Blindness	10.7	José Saramago	1995	Portugal	Portuguese
