1	2	Juurakon Hulda	82.92	Valentin Vaala	1937	Finland	Drama
2	2	Varastettu kuolema	161.32	Nyrki Tapiovaara	1938	Finland	Drama
3	2	Rashomon	13.89	Kurosawa, Akira	1950	Japan	Drama-Crime
4	2	Sunset Blvd.	122.3	Wilder, Billy	1950	USA	Drama
5	2	Strangers on a Train	36.16	Hitchcock, Alfred	1951	USA	Thriller-Drama-Crime
6	2	The African Queen	64.15	Huston, John	1951	USA	Romance-Adventure
7	2	A Place in the Sun	18.46	Stevens, George	1951	USA	Romance-Drama
8	2	Singin' in the Rain	36.88	Donen, Stanley/Gene Kelly	1952	USA	Musical-Dance-Comedy
9	2	Ikiru	192.52	Kurosawa, Akira	1952	Japan	Drama
10	2	Valkoinen peura	2.76	Erik Blomberg	1952	Finland	Thriller-Action
11	2	Gentlemen Prefer Blondes	102.91	Hawks, Howard	1953	USA	Romance-Musical-Comedy
12	2	Seven Samurai	84.97	Kurosawa, Akira	1954	Japan	Drama-Action-History
13	2	Rear Window	12.91	Hitchcock, Alfred	1954	USA	Thriller-Mystery
14	2	La Strada	88.26	Fellini, Federico	1954	Italy	Drama
15	2	East of Eden	8.93	Kazan, Elia	1955	USA	Drama
16	2	Rebel Without a Cause	5.31	Ray, Nicholas	1955	USA	Drama
17	2	Tuntematon sotilas	17.36	Edvin Laine	1955	Finland	War
18	2	Elokuu	0.19	Matti Kassila	1956	Finland	Drama
19	2	The Seventh Seal	83.08	Bergman, Ingmar	1957	Sweden	Fantasy-Drama
20	2	Sweet Smell of Success	19.51	Mackendrick, Alexander	1957	USA	Drama
21	2	Nights of Cabiria	111.53	Fellini, Federico	1957	Italy-France	Drama
22	2	Paths of Glory	44.51	Kubrick, Stanley	1957	USA	War-Drama
23	2	Throne of Blood	4.29	Kurosawa, Akira	1957	Japan	War-Drama
24	2	An Affair to Remember	5.92	McCarey, Leo	1957	USA	Romance-Drama
25	2	The Bridge on the River Kwai	55.09	Lean, David	1957	UK	War-Drama-Action
26	2	Some Like it Hot	6.33	Wilder, Billy	1959	USA	Romance-Crime-Comedy
27	2	Rio Bravo	105.46	Hawks, Howard	1959	USA	Western
28	2	Ben-Hur	38.97	Wyler, William	1959	USA	Religious-History
29	2	Psycho	125.33	Hitchcock, Alfred	1960	USA	Thriller-Horror
30	2	Spartacus	60.3	Kubrick, Stanley	1960	USA	Adventure-History-Drama
31	2	Komisario Palmun erehdys	38.78	Matti Kassila	1960	Finland	Crime-Drama
32	2	Yojimbo	0.68	Kurosawa, Akira	1961	Japan	Drama-Action
33	2	Breakfast at Tiffany's	35.71	Edwards, Blake	1961	USA	Romance-Drama-Comedy
34	2	Kaasua, komisario Palmu	7.34	Matti Kassila	1961	Finland	Crime
35	2	The Man Who Shot Liberty Valance	46.85	Ford, John	1962	USA	Western
36	2	To Kill a Mockingbird	30.22	Mulligan, Robert	1962	USA	Drama
37	2	Hatari!	28.43	Hawks, Howard	1962	USA	Drama
38	2	The Manchurian Candidate	25.82	Frankenheimer, John	1962	USA	Political-Thriller-Drama
39	2	Ride the High Country	58.62	Peckinpah, Sam	1962	USA	Western
40	2	Pojat	3.25	Mikko Niskanen	1962	Finland	Drama
41	2	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	99.92	Kubrick, Stanley	1964	UK-USA	War-Comedy
42	2	A Hard Day's Night	27.63	Lester, Richard	1964	UK	Musical-Comedy
43	2	The Good, the Bad and the Ugly	12.5	Leone, Sergio	1966	Italy-Spain	Western-Action
44	2	Who's Afraid of Virginia Woolf?	38.78	Nichols, Mike	1966	USA	Drama
45	2	Käpy selän alla	97.13	Mikko Niskanen	1966	Finland	Drama
46	2	The Graduate	27.58	Nichols, Mike	1967	USA	Romance-Drama-Comedy
47	2	Bonnie and Clyde	2.76	Penn, Arthur	1967	USA	Drama-Crime-Biography
48	2	2001: A Space Odyssey	17.36	Kubrick, Stanley	1968	UK-USA	Science Fiction
49	2	Once Upon a Time in the West	14.4	Leone, Sergio	1968	Italy-USA	Western
50	2	Rosemary's Baby	37.22	Polanski, Roman	1968	USA	Thriller-Horror-Drama
51	2	Night of the Living Dead	21.9	Romero, George A.	1968	USA	Horror
52	2	The Wild Bunch	0.66	Peckinpah, Sam	1969	USA	Western
53	2	Easy Rider	69.02	Hopper, Dennis	1969	USA	Drama
54	2	Ruusujen aika	24.29	Risto Jarva	1969	Finland	Drama
55	2	M*A*S*H	17.5	Altman, Robert	1970	USA	War-Comedy
56	2	Naisenkuvia	136.06	Jörn Donner	1970	Finland	Drama
57	2	Dirty Harry	166	Siegel, Don	1971	USA	Crime-Action
58	2	Solaris	96.76	Tarkovsky, Andrei	1972	USSR	Science Fiction-Drama-Mystery
59	2	Last Tango in Paris	33.7	Bertolucci, Bernardo	1972	France-Italy	Romance-Drama-Adult
60	2	Fellini's Roma	82.92	Fellini, Federico	1972	Italy	Drama-Comedy
61	2	Kahdeksan surmanluotia	14.4	Mikko Niskanen	1972	Finland	Thriller-Action
62	2	Kun taivas putoaa...	166.71	Risto Jarva	1972	Finland	Drama
63	2	The Long Goodbye	3.25	Altman, Robert	1973	USA	Drama-Crime
64	2	Pat Garrett and Billy the Kid	8.47	Peckinpah, Sam	1973	USA	Western
65	2	Sensuela	69.02	Teuvo Tulio	1973	Finland	Erotic
66	2	Maa on syntinen laulu	166	Rauni Mollberg	1973	Finland	Drama
67	2	Yhden miehen sota	3.79	Risto Jarva	1973	Finland	War
